"GRACIE BARRA","BLUE","MASTER 2","MALE","ULTRA HEAVY","2"
"GRACIE BARRA","BLACK","MASTER 1","MALE","LIGHT","2"
"GRACIE BARRA","BLACK","MASTER 3","MALE","FEATHER","1"
"GRACIE BARRA","WHITE","ADULT","FEMALE","MEDIUM HEAVY","1"
"GRACIE BARRA","BLUE","MASTER 1","MALE","ULTRA HEAVY","2"
"GRACIE BARRA","BLACK","ADULT","MALE","LIGHT FEATHER","2"
"GRACIE BARRA","PURPLE","MASTER 1","MALE","MEDIUM HEAVY","1"
"GRACIE BARRA","PURPLE","MASTER 1","MALE","LIGHT","2"
"GRACIE BARRA","BLUE","MASTER 1","MALE","HEAVY","2"
"GRACIE BARRA","BLUE","MASTER 4","MALE","ULTRA HEAVY","1"
"GRACIE BARRA","PURPLE","ADULT","MALE","MIDDLE","2"
"GRACIE BARRA","BLUE","MASTER 3","MALE","LIGHT","1"
"GRACIE BARRA","PURPLE","MASTER 3","MALE","FEATHER","1"
"GRACIE BARRA","BLACK","MASTER 3","MALE","SUPER HEAVY","1"
"GRACIE BARRA","BLACK","ADULT","MALE","HEAVY","2"
"GRACIE BARRA","BLUE","MASTER 2","MALE","SUPER HEAVY","1"
"GRACIE BARRA","PURPLE","MASTER 3","MALE","LIGHT","1"
"GRACIE BARRA","BLACK","MASTER 2","MALE","ULTRA HEAVY","1"
"GRACIE BARRA","PURPLE","ADULT","MALE","ULTRA HEAVY","2"
"GRACIE BARRA","BLUE","MASTER 1","MALE","MEDIUM HEAVY","2"
"GRACIE BARRA","WHITE","MASTER 1","MALE","ULTRA HEAVY","2"
"GRACIE BARRA","WHITE","MASTER 1","MALE","LIGHT","2"
"GRACIE BARRA","PURPLE","MASTER 3","MALE","MEDIUM HEAVY","1"
"GRACIE BARRA","BLUE","JUVENILE 2","MALE","ULTRA HEAVY","1"
"GRACIE BARRA","BROWN","MASTER 1","MALE","SUPER HEAVY","1"
"GRACIE BARRA","WHITE","ADULT","MALE","SUPER HEAVY","2"
"GRACIE BARRA","PURPLE","MASTER 4","MALE","LIGHT","1"
"GRACIE BARRA","BROWN","MASTER 2","MALE","MIDDLE","2"
"GRACIE BARRA","PURPLE","ADULT","FEMALE","FEATHER","1"
"GRACIE BARRA","WHITE","JUVENILE 1","MALE","LIGHT","1"
"GRACIE BARRA","PURPLE","MASTER 1","FEMALE","LIGHT FEATHER","1"
"GRACIE BARRA","BLUE","MASTER 1","MALE","MIDDLE","2"
"GRACIE BARRA","PURPLE","MASTER 2","MALE","HEAVY","1"
"GRACIE BARRA","BLUE","JUVENILE 2","MALE","MIDDLE","1"
"GRACIE BARRA","BROWN","MASTER 3","MALE","HEAVY","1"
"GRACIE BARRA","PURPLE","MASTER 1","FEMALE","LIGHT","1"
"GRACIE BARRA","PURPLE","MASTER 1","MALE","SUPER HEAVY","1"
"GRACIE BARRA","BLACK","MASTER 1","FEMALE","LIGHT","1"
"GRACIE BARRA","BROWN","MASTER 6","MALE","MEDIUM HEAVY","1"
"GRACIE BARRA","WHITE","MASTER 1","MALE","HEAVY","1"
"GRACIE BARRA","PURPLE","MASTER 3","MALE","MIDDLE","1"
"GRACIE BARRA","BROWN","ADULT","MALE","MEDIUM HEAVY","1"
"GRACIE BARRA","BLACK","MASTER 3","MALE","ULTRA HEAVY","2"
"GRACIE BARRA","BLUE","MASTER 1","MALE","FEATHER","1"
"GRACIE BARRA","WHITE","ADULT","MALE","LIGHT","2"
"GRACIE BARRA","BROWN","ADULT","MALE","LIGHT FEATHER","1"
"GRACIE BARRA","WHITE","MASTER 2","MALE","SUPER HEAVY","1"
"GRACIE BARRA","BROWN","ADULT","MALE","LIGHT","1"
"GRACIE BARRA","BLUE","JUVENILE 1","MALE","FEATHER","1"
"GRACIE BARRA","BROWN","MASTER 1","MALE","MIDDLE","2"
"GRACIE BARRA","WHITE","MASTER 1","MALE","SUPER HEAVY","2"
"GRACIE BARRA","BLUE","ADULT","MALE","LIGHT","2"
"GRACIE BARRA","WHITE","JUVENILE 2","MALE","LIGHT","1"
"GRACIE BARRA","BLUE","MASTER 3","MALE","MIDDLE","2"
"GRACIE BARRA","BLUE","ADULT","MALE","MEDIUM HEAVY","2"
"GRACIE BARRA","WHITE","ADULT","MALE","LIGHT FEATHER","2"
"GRACIE BARRA","WHITE","MASTER 2","MALE","MIDDLE","2"
"GRACIE BARRA","BROWN","ADULT","MALE","SUPER HEAVY","1"
"GRACIE BARRA","PURPLE","MASTER 1","MALE","ULTRA HEAVY","1"
"GRACIE BARRA","BLUE","ADULT","MALE","ULTRA HEAVY","2"
"GRACIE BARRA","PURPLE","ADULT","FEMALE","LIGHT","1"
"GRACIE BARRA","BROWN","MASTER 3","MALE","ULTRA HEAVY","1"
"GRACIE BARRA","BLACK","MASTER 2","MALE","MIDDLE","2"
"GRACIE BARRA","PURPLE","MASTER 3","MALE","SUPER HEAVY","2"
"GRACIE BARRA","BROWN","ADULT","MALE","ULTRA HEAVY","1"
"GRACIE BARRA","WHITE","MASTER 1","MALE","MIDDLE","2"
"GRACIE BARRA","WHITE","MASTER 1","MALE","FEATHER","2"
"GRACIE BARRA","PURPLE","MASTER 1","MALE","MIDDLE","2"
"GRACIE BARRA","BLUE","MASTER 2","MALE","MIDDLE","2"
"GRACIE BARRA","WHITE","MASTER 2","MALE","LIGHT","2"
"GRACIE BARRA","PURPLE","ADULT","FEMALE","MEDIUM HEAVY","1"
"GRACIE BARRA","BLUE","ADULT","MALE","ROOSTER","2"
"GRACIE BARRA","BLUE","ADULT","MALE","MIDDLE","2"
"GRACIE BARRA","BLUE","MASTER 5","MALE","MIDDLE","1"
"GRACIE BARRA","BLUE","ADULT","MALE","SUPER HEAVY","2"
"GRACIE BARRA","BLUE","MASTER 2","MALE","HEAVY","2"
"GRACIE BARRA","BROWN","ADULT","FEMALE","LIGHT FEATHER","1"
"GRACIE BARRA","BLUE","JUVENILE 2","MALE","MEDIUM HEAVY","1"
"GRACIE BARRA","PURPLE","ADULT","MALE","FEATHER","2"
"GRACIE BARRA","WHITE","ADULT","MALE","MEDIUM HEAVY","2"
"GRACIE BARRA","PURPLE","MASTER 4","MALE","MIDDLE","1"
"GRACIE BARRA","PURPLE","ADULT","MALE","MEDIUM HEAVY","2"
"GRACIE BARRA","BLUE","MASTER 1","MALE","SUPER HEAVY","1"
"GRACIE BARRA","PURPLE","ADULT","MALE","LIGHT FEATHER","1"
"GRACIE BARRA","BLACK","MASTER 1","MALE","MEDIUM HEAVY","2"
"GRACIE BARRA","BLUE","MASTER 3","MALE","HEAVY","1"
"GRACIE BARRA","WHITE","ADULT","MALE","FEATHER","2"
"GRACIE BARRA","WHITE","JUVENILE 2","FEMALE","HEAVY","1"
"GRACIE BARRA","PURPLE","MASTER 1","MALE","LIGHT FEATHER","1"
"GRACIE BARRA","PURPLE","MASTER 2","MALE","MIDDLE","1"
"BRAZILIAN TOP TEAM","BLUE","MASTER 1","MALE","LIGHT","1"
"BRAZILIAN TOP TEAM","BROWN","ADULT","MALE","FEATHER","1"
"BRAZILIAN TOP TEAM","WHITE","MASTER 1","MALE","LIGHT","1"
"BRAZILIAN TOP TEAM","BLUE","MASTER 1","MALE","FEATHER","1"
"BRAZILIAN TOP TEAM","BLUE","ADULT","MALE","MEDIUM HEAVY","1"
"PENNARBED","PURPLE","MASTER 1","MALE","FEATHER","1"
"PENNARBED","BROWN","MASTER 3","MALE","MEDIUM HEAVY","1"
"OMAR SALUM JJ","WHITE","ADULT","MALE","MIDDLE","1"
"OMAR SALUM JJ","BLUE","ADULT","MALE","MIDDLE","1"
"OMAR SALUM JJ","BLUE","ADULT","MALE","MEDIUM HEAVY","1"
"OMAR SALUM JJ","WHITE","MASTER 1","MALE","MEDIUM HEAVY","1"
"OMAR SALUM JJ","BLUE","ADULT","MALE","FEATHER","2"
"OMAR SALUM JJ","WHITE","ADULT","MALE","FEATHER","1"
"OMAR SALUM JJ","BLUE","ADULT","FEMALE","HEAVY","1"
"GRACIE BARCELONA","WHITE","ADULT","MALE","MIDDLE","1"
"GRACIE BARCELONA","BLUE","ADULT","MALE","MIDDLE","1"
"GRACIE BARCELONA","PURPLE","ADULT","MALE","LIGHT","1"
"GRACIE BARCELONA","BLACK","ADULT","MALE","MIDDLE","1"
"GRACIE BARCELONA","WHITE","ADULT","MALE","LIGHT","1"
"GRACIE BARCELONA","WHITE","ADULT","MALE","FEATHER","1"
"GRACIE BARCELONA","BLUE","ADULT","MALE","LIGHT FEATHER","1"
"GRACIE HUMAITA PHOENIX","BLACK","MASTER 4","MALE","FEATHER","1"
"CALASANS BJJ","BROWN","ADULT","MALE","LIGHT","1"
"CALASANS BJJ","BROWN","ADULT","MALE","MEDIUM HEAVY","1"
"CLUBE DE JIU-JITSU PITBULL EUROPE","BLUE","MASTER 2","MALE","MIDDLE","1"
"THE SOURCE MMA TEAM","PURPLE","MASTER 3","MALE","MIDDLE","1"
"THE SOURCE MMA TEAM","BLUE","ADULT","MALE","MIDDLE","1"
"THE SOURCE MMA TEAM","BLUE","MASTER 1","FEMALE","MIDDLE","1"
"THE SOURCE MMA TEAM","PURPLE","MASTER 3","MALE","HEAVY","1"
"THE SOURCE MMA TEAM","WHITE","ADULT","MALE","SUPER HEAVY","1"
"THE SOURCE MMA TEAM","BLACK","MASTER 4","MALE","FEATHER","1"
"THE SOURCE MMA TEAM","PURPLE","MASTER 2","MALE","HEAVY","1"
"THE SOURCE MMA TEAM","WHITE","ADULT","FEMALE","HEAVY","1"
"THE SOURCE MMA TEAM","BLUE","MASTER 1","FEMALE","HEAVY","1"
"ROGER GRACIE","WHITE","ADULT","MALE","MIDDLE","1"
"ROGER GRACIE","BLACK","MASTER 1","MALE","LIGHT","1"
"ROGER GRACIE","BLUE","ADULT","MALE","MIDDLE","2"
"ROGER GRACIE","PURPLE","ADULT","MALE","MEDIUM HEAVY","1"
"ROGER GRACIE","PURPLE","MASTER 1","MALE","LIGHT","1"
"ROGER GRACIE","BLUE","ADULT","MALE","FEATHER","1"
"ROGER GRACIE","WHITE","ADULT","MALE","FEATHER","2"
"NOVA UNIO INTERNATIONAL","BLUE","ADULT","MALE","FEATHER","1"
"NOVA UNIO INTERNATIONAL","BROWN","ADULT","MALE","LIGHT FEATHER","2"
"NOVA UNIO INTERNATIONAL","BLUE","ADULT","MALE","LIGHT","2"
"KITOBER BJJ","BLUE","ADULT","MALE","MIDDLE","1"
"KITOBER BJJ","BLUE","ADULT","MALE","MEDIUM HEAVY","1"
"KITOBER BJJ","WHITE","ADULT","MALE","LIGHT","1"
"KITOBER BJJ","BROWN","MASTER 3","MALE","SUPER HEAVY","1"
"KITOBER BJJ","WHITE","MASTER 2","MALE","MIDDLE","1"
"NOVA UNIO","BLUE","MASTER 4","MALE","MIDDLE","1"
"NOVA UNIO","BLUE","ADULT","MALE","HEAVY","2"
"NOVA UNIO","BLUE","ADULT","MALE","ROOSTER","1"
"NOVA UNIO","WHITE","ADULT","MALE","LIGHT FEATHER","1"
"NOVA UNIO","PURPLE","MASTER 1","MALE","FEATHER","1"
"NOVA UNIO","BLUE","MASTER 1","FEMALE","MEDIUM HEAVY","1"
"NOVA UNIO","BROWN","ADULT","MALE","LIGHT FEATHER","2"
"NOVA UNIO","WHITE","ADULT","FEMALE","LIGHT FEATHER","1"
"NOVA UNIO","BLACK","MASTER 3","MALE","MIDDLE","1"
"NOVA UNIO","PURPLE","MASTER 1","MALE","ULTRA HEAVY","1"
"NOVA UNIO","BLUE","ADULT","MALE","LIGHT FEATHER","2"
"NOVA UNIO","WHITE","MASTER 2","MALE","MEDIUM HEAVY","1"
"NOVA UNIO","BLUE","ADULT","FEMALE","FEATHER","1"
"NOVA UNIO","PURPLE","ADULT","MALE","ROOSTER","1"
"NOVA UNIO","WHITE","MASTER 1","MALE","ULTRA HEAVY","1"
"NOVA UNIO","BLACK","MASTER 2","MALE","MIDDLE","2"
"NOVA UNIO","WHITE","MASTER 1","MALE","LIGHT","1"
"NOVA UNIO","BLUE","MASTER 3","MALE","MIDDLE","2"
"NOVA UNIO","BLUE","ADULT","FEMALE","LIGHT FEATHER","1"
"NOVA UNIO","WHITE","ADULT","FEMALE","FEATHER","2"
"NOVA UNIO","BLUE","MASTER 1","MALE","MEDIUM HEAVY","1"
"NOVA UNIO","WHITE","MASTER 1","MALE","FEATHER","2"
"NOVA UNIO","BLACK","MASTER 3","MALE","HEAVY","2"
"NOVA UNIO","BLACK","MASTER 1","MALE","LIGHT FEATHER","1"
"NOVA UNIO","BROWN","MASTER 1","MALE","LIGHT FEATHER","1"
"NOVA UNIO","PURPLE","MASTER 1","MALE","MIDDLE","2"
"NOVA UNIO","BLACK","MASTER 2","MALE","LIGHT FEATHER","1"
"NOVA UNIO","BLUE","MASTER 1","MALE","MIDDLE","1"
"NOVA UNIO","PURPLE","ADULT","MALE","HEAVY","1"
"NOVA UNIO","BLUE","JUVENILE 2","MALE","MIDDLE","1"
"NOVA UNIO","BLUE","ADULT","MALE","FEATHER","2"
"NOVA UNIO","BLACK","MASTER 2","MALE","MEDIUM HEAVY","2"
"NOVA UNIO","BROWN","ADULT","MALE","LIGHT","2"
"NOVA UNIO","PURPLE","MASTER 1","MALE","SUPER HEAVY","1"
"NOVA UNIO","WHITE","ADULT","MALE","MIDDLE","2"
"NOVA UNIO","PURPLE","MASTER 3","MALE","MIDDLE","1"
"NOVA UNIO","BLUE","ADULT","MALE","MIDDLE","1"
"NOVA UNIO","BLACK","ADULT","MALE","FEATHER","1"
"NOVA UNIO","BROWN","ADULT","MALE","HEAVY","1"
"NOVA UNIO","BLACK","MASTER 2","MALE","HEAVY","1"
"NOVA UNIO","WHITE","ADULT","MALE","ROOSTER","1"
"NOVA UNIO","BLUE","ADULT","MALE","SUPER HEAVY","1"
"NOVA UNIO","BLUE","ADULT","FEMALE","MEDIUM HEAVY","1"
"NOVA UNIO","PURPLE","ADULT","FEMALE","LIGHT","1"
"NOVA UNIO","BLUE","ADULT","MALE","MEDIUM HEAVY","1"
"NOVA UNIO","WHITE","ADULT","MALE","LIGHT","2"
"NOVA UNIO","PURPLE","ADULT","MALE","LIGHT FEATHER","1"
"NOVA UNIO","PURPLE","ADULT","MALE","SUPER HEAVY","1"
"NOVA UNIO","PURPLE","ADULT","MALE","ULTRA HEAVY","1"
"NOVA UNIO","BROWN","MASTER 2","MALE","FEATHER","2"
"NOVA UNIO","WHITE","MASTER 1","MALE","HEAVY","1"
"NOVA UNIO","BLUE","MASTER 2","MALE","ULTRA HEAVY","1"
"NOVA UNIO","PURPLE","ADULT","MALE","FEATHER","1"
"NOVA UNIO","BLACK","MASTER 1","MALE","LIGHT","1"
"NOVA UNIO","PURPLE","MASTER 5","MALE","ULTRA HEAVY","1"
"NOVA UNIO","BLUE","MASTER 1","FEMALE","MIDDLE","1"
"NOVA UNIO","PURPLE","MASTER 1","FEMALE","FEATHER","1"
"NOVA UNIO","PURPLE","ADULT","MALE","LIGHT","1"
"NOVA UNIO","WHITE","MASTER 2","MALE","MIDDLE","2"
"NOVA UNIO","WHITE","ADULT","FEMALE","MIDDLE","1"
"NOVA UNIO","BLUE","ADULT","MALE","ULTRA HEAVY","2"
"NOVA UNIO","BLACK","MASTER 1","MALE","MEDIUM HEAVY","1"
"NOVA UNIO","BROWN","MASTER 2","MALE","SUPER HEAVY","1"
"NOVA UNIO","BLUE","MASTER 1","MALE","HEAVY","1"
"NOVA UNIO","BROWN","MASTER 2","MALE","LIGHT","1"
"NOVA UNIO","BROWN","ADULT","MALE","FEATHER","1"
"NOVA UNIO","WHITE","ADULT","MALE","FEATHER","2"
"NOVA UNIO","PURPLE","ADULT","MALE","MIDDLE","1"
"NOVA UNIO","BLUE","MASTER 3","MALE","LIGHT","1"
"NOVA UNIO","PURPLE","ADULT","MALE","MEDIUM HEAVY","1"
"NOVA UNIO","BLUE","ADULT","MALE","LIGHT","2"
"RIO GRAPPLING CLUB EUROPE","BLUE","ADULT","MALE","LIGHT","1"
"RIO GRAPPLING CLUB EUROPE","BLUE","ADULT","MALE","MEDIUM HEAVY","2"
"RIO GRAPPLING CLUB EUROPE","WHITE","ADULT","MALE","LIGHT","1"
"RIO GRAPPLING CLUB EUROPE","BLUE","MASTER 3","MALE","MIDDLE","1"
"RIO GRAPPLING CLUB EUROPE","BLUE","JUVENILE 1","FEMALE","LIGHT","1"
"GRACIE BARRA HUNGARY","PURPLE","MASTER 2","MALE","LIGHT","1"
"UAE JIU-JITSU TEAM","PURPLE","MASTER 1","MALE","MEDIUM HEAVY","1"
"UAE JIU-JITSU TEAM","PURPLE","MASTER 2","MALE","LIGHT","1"
"UAE JIU-JITSU TEAM","BLACK","ADULT","MALE","FEATHER","1"
"UAE JIU-JITSU TEAM","WHITE","ADULT","MALE","MEDIUM HEAVY","1"
"UAE JIU-JITSU TEAM","BLUE","ADULT","FEMALE","LIGHT FEATHER","1"
"UAE JIU-JITSU TEAM","WHITE","ADULT","MALE","LIGHT FEATHER","1"
"UAE JIU-JITSU TEAM","BROWN","MASTER 1","MALE","FEATHER","1"
"UAE JIU-JITSU TEAM","PURPLE","MASTER 1","MALE","LIGHT","1"
"UAE JIU-JITSU TEAM","BLACK","ADULT","FEMALE","LIGHT","1"
"UAE JIU-JITSU TEAM","BLUE","ADULT","MALE","SUPER HEAVY","1"
"UAE JIU-JITSU TEAM","WHITE","ADULT","MALE","ULTRA HEAVY","1"
"UAE JIU-JITSU TEAM","WHITE","ADULT","MALE","SUPER HEAVY","1"
"UAE JIU-JITSU TEAM","PURPLE","MASTER 2","MALE","ULTRA HEAVY","1"
"UAE JIU-JITSU TEAM","WHITE","ADULT","MALE","LIGHT","1"
"UAE JIU-JITSU TEAM","PURPLE","ADULT","MALE","MIDDLE","1"
"UAE JIU-JITSU TEAM","BLUE","ADULT","FEMALE","MIDDLE","1"
"UAE JIU-JITSU TEAM","WHITE","ADULT","FEMALE","HEAVY","1"
"TEAM-CHOCO","BLUE","ADULT","MALE","FEATHER","1"
"TEAM-CHOCO","BLACK","MASTER 3","MALE","ULTRA HEAVY","1"
"TEAM-CHOCO","BROWN","MASTER 3","MALE","HEAVY","1"
"JIU JITSU FACTOR","BLUE","ADULT","MALE","LIGHT FEATHER","1"
"JIU JITSU FACTOR","WHITE","ADULT","FEMALE","HEAVY","1"
"JIU JITSU FACTOR","BLACK","MASTER 3","MALE","HEAVY","1"
"ABI-RIHAN FAMILY BJJ","PURPLE","ADULT","MALE","MEDIUM HEAVY","1"
"RICARDO ""REY"" DIOGO BJJ","BLACK","ADULT","MALE","LIGHT FEATHER","1"
"RIO GRAPPLING CLUB","BLACK","MASTER 1","MALE","HEAVY","1"
"GRACIE HUMAITA PHOENIX B","PURPLE","ADULT","MALE","LIGHT","1"
"ASSOCIATION ARANHA","WHITE","ADULT","MALE","HEAVY","1"
"ASSOCIATION ARANHA","WHITE","MASTER 2","MALE","MEDIUM HEAVY","1"
"ASSOCIATION ARANHA","BLUE","ADULT","MALE","ROOSTER","1"
"ASSOCIATION ARANHA","BLUE","MASTER 1","MALE","LIGHT","1"
"ASSOCIATION ARANHA","BLUE","ADULT","MALE","LIGHT FEATHER","2"
"ASSOCIATION ARANHA","BROWN","MASTER 2","MALE","MIDDLE","1"
"ASSOCIATION ARANHA","PURPLE","MASTER 2","MALE","LIGHT","1"
"ASSOCIATION ARANHA","WHITE","MASTER 1","MALE","LIGHT","1"
"ASSOCIATION ARANHA","PURPLE","ADULT","MALE","LIGHT","1"
"ASSOCIATION ARANHA","PURPLE","MASTER 1","MALE","MIDDLE","1"
"ASSOCIATION ARANHA","WHITE","ADULT","MALE","SUPER HEAVY","1"
"ASSOCIATION ARANHA","BLACK","MASTER 2","MALE","LIGHT FEATHER","1"
"ASSOCIATION ARANHA","BLUE","MASTER 1","MALE","MIDDLE","1"
"ASSOCIATION ARANHA","BLUE","ADULT","MALE","FEATHER","1"
"ASSOCIATION ARANHA","WHITE","ADULT","MALE","MIDDLE","2"
"ASSOCIATION ARANHA","BLUE","MASTER 1","FEMALE","LIGHT FEATHER","1"
"ASSOCIATION ARANHA","BLACK","ADULT","MALE","FEATHER","1"
"ASSOCIATION ARANHA","BROWN","MASTER 2","MALE","SUPER HEAVY","1"
"ASSOCIATION ARANHA","BLACK","MASTER 1","MALE","FEATHER","1"
"ASSOCIATION ARANHA","BLUE","MASTER 3","MALE","MEDIUM HEAVY","1"
"ASSOCIATION ARANHA","WHITE","ADULT","MALE","LIGHT","1"
"ASSOCIATION ARANHA","BLUE","MASTER 2","MALE","MEDIUM HEAVY","1"
"ASSOCIATION ARANHA","BROWN","MASTER 2","MALE","FEATHER","1"
"ASSOCIATION ARANHA","WHITE","MASTER 1","MALE","SUPER HEAVY","1"
"ASSOCIATION ARANHA","PURPLE","ADULT","MALE","MIDDLE","1"
"ASSOCIATION ARANHA","PURPLE","MASTER 4","MALE","HEAVY","1"
"ASSOCIATION ARANHA","WHITE","MASTER 2","MALE","MIDDLE","1"
"ASSOCIATION ARANHA","BLUE","MASTER 3","MALE","FEATHER","2"
"ASSOCIATION ARANHA","PURPLE","MASTER 1","MALE","MEDIUM HEAVY","1"
"ASSOCIATION ARANHA","PURPLE","MASTER 1","MALE","LIGHT","1"
"ASSOCIATION ARANHA","BLUE","MASTER 1","MALE","HEAVY","1"
"ASSOCIATION ARANHA","WHITE","ADULT","FEMALE","LIGHT","1"
"ASSOCIATION ARANHA","BLUE","MASTER 2","MALE","LIGHT FEATHER","1"
"ASSOCIATION ARANHA","BLUE","ADULT","MALE","LIGHT","1"
"KOMBAT KLUB","BLACK","MASTER 3","MALE","LIGHT","1"
"GRACIE HUMAITA CANAD","BLACK","MASTER 1","MALE","ULTRA HEAVY","1"
"GRACIE HUMAITA CANAD","PURPLE","ADULT","MALE","ULTRA HEAVY","1"
"WAJUTSU KEISYUKAI HEARTS","BLUE","MASTER 1","MALE","MIDDLE","1"
"WAJUTSU KEISYUKAI HEARTS","BLUE","MASTER 3","MALE","FEATHER","1"
"BARRETO JIU-JITSU FINLAND","BLUE","ADULT","MALE","HEAVY","1"
"BARRETO JIU-JITSU FINLAND","BLUE","MASTER 1","MALE","FEATHER","1"
"BARRETO JIU-JITSU FINLAND","BLUE","ADULT","MALE","SUPER HEAVY","1"
"BARRETO JIU-JITSU FINLAND","PURPLE","ADULT","MALE","HEAVY","1"
"BARRETO JIU-JITSU FINLAND","BROWN","ADULT","MALE","FEATHER","1"
"BARRETO JIU-JITSU FINLAND","BLUE","ADULT","MALE","FEATHER","1"
"BARRETO JIU-JITSU FINLAND","BLACK","ADULT","MALE","MIDDLE","1"
"BARRETO JIU-JITSU FINLAND","BLUE","ADULT","FEMALE","FEATHER","1"
"BARRETO JIU-JITSU FINLAND","BLUE","ADULT","MALE","LIGHT","1"
"JACKSONVILLE GRACIE JIU-JITSU","WHITE","ADULT","MALE","LIGHT FEATHER","1"
"JACKSONVILLE GRACIE JIU-JITSU","WHITE","JUVENILE 2","MALE","LIGHT","1"
"GRACIE FLORIPA INTERNATIONAL","BLUE","ADULT","MALE","MIDDLE","1"
"GRACIE FLORIPA INTERNATIONAL","WHITE","MASTER 1","MALE","LIGHT","1"
"GRACIE FLORIPA INTERNATIONAL","BLUE","ADULT","MALE","HEAVY","1"
"GRACIE FLORIPA INTERNATIONAL","PURPLE","ADULT","MALE","ULTRA HEAVY","1"
"NOVA UNIO EUROPA","WHITE","MASTER 1","MALE","FEATHER","1"
"NOVA UNIO EUROPA","WHITE","ADULT","MALE","LIGHT","1"
"NOVA UNIO EUROPA","BLUE","ADULT","MALE","MIDDLE","2"
"NOVA UNIO EUROPA","BLUE","ADULT","MALE","LIGHT","2"
"TEAM JUCAO USA","BLACK","MASTER 4","MALE","HEAVY","1"
"GUETHO JIU JITSU","PURPLE","ADULT","MALE","HEAVY","1"
"FERNANDO BOI JJ","BLACK","MASTER 1","MALE","MIDDLE","1"
"DE LA RIVA / BA","BLACK","ADULT","FEMALE","MEDIUM HEAVY","1"
"GOLD TEAM FIGHTERS","BLACK","ADULT","MALE","HEAVY","1"
"GOLD TEAM FIGHTERS","BROWN","MASTER 3","MALE","SUPER HEAVY","1"
"GOLD TEAM FIGHTERS","BROWN","MASTER 4","MALE","MIDDLE","1"
"GOLD TEAM FIGHTERS","BLACK","MASTER 3","MALE","HEAVY","1"
"GOLD TEAM FIGHTERS","BLACK","MASTER 1","MALE","SUPER HEAVY","1"
"GOLD TEAM FIGHTERS","PURPLE","MASTER 1","MALE","ULTRA HEAVY","1"
"FALA DE LUTA","WHITE","ADULT","MALE","FEATHER","1"
"MILANIMAL","BLACK","MASTER 1","MALE","LIGHT","1"
"MILANIMAL","BLUE","MASTER 4","MALE","MIDDLE","1"
"MILANIMAL","BLUE","MASTER 3","MALE","SUPER HEAVY","1"
"MILANIMAL","BROWN","MASTER 1","MALE","FEATHER","1"
"MILANIMAL","PURPLE","MASTER 1","MALE","LIGHT","1"
"MILANIMAL","BLUE","MASTER 1","MALE","LIGHT FEATHER","1"
"MILANIMAL","BLUE","MASTER 3","MALE","FEATHER","1"
"MILANIMAL","BLUE","MASTER 2","MALE","HEAVY","1"
"MILANIMAL","PURPLE","MASTER 1","MALE","HEAVY","1"
"MILANIMAL","WHITE","MASTER 2","MALE","MEDIUM HEAVY","1"
"MILANIMAL","BLACK","MASTER 2","MALE","LIGHT","2"
"MILANIMAL","BLUE","ADULT","MALE","FEATHER","1"
"MILANIMAL","WHITE","ADULT","MALE","FEATHER","1"
"MILANIMAL","PURPLE","ADULT","MALE","MIDDLE","1"
"MILANIMAL","BLUE","ADULT","MALE","LIGHT","1"
"BATATINHA TEAM ITALIA","BLUE","MASTER 1","FEMALE","HEAVY","1"
"BATATINHA TEAM ITALIA","PURPLE","MASTER 2","MALE","LIGHT","1"
"BATATINHA TEAM ITALIA","WHITE","MASTER 1","MALE","LIGHT","1"
"BATATINHA TEAM ITALIA","PURPLE","ADULT","MALE","LIGHT","1"
"BATATINHA TEAM ITALIA","BROWN","MASTER 1","MALE","LIGHT","1"
"BATATINHA TEAM ITALIA","WHITE","MASTER 1","MALE","FEATHER","1"
"BATATINHA TEAM ITALIA","BLUE","MASTER 1","MALE","FEATHER","1"
"BATATINHA TEAM ITALIA","PURPLE","MASTER 1","MALE","FEATHER","2"
"BATATINHA TEAM ITALIA","BLACK","MASTER 3","MALE","FEATHER","1"
"BATATINHA TEAM ITALIA","PURPLE","ADULT","FEMALE","LIGHT","1"
"BATATINHA TEAM ITALIA","BLUE","MASTER 2","MALE","MIDDLE","1"
"BATATINHA TEAM ITALIA","WHITE","MASTER 2","MALE","MEDIUM HEAVY","2"
"BATATINHA TEAM ITALIA","BLUE","MASTER 4","MALE","FEATHER","1"
"BATATINHA TEAM ITALIA","BLACK","MASTER 2","MALE","LIGHT","1"
"BATATINHA TEAM ITALIA","BROWN","MASTER 1","MALE","ULTRA HEAVY","1"
"BATATINHA TEAM ITALIA","PURPLE","MASTER 1","MALE","LIGHT","2"
"BATATINHA TEAM ITALIA","BLACK","MASTER 2","MALE","MIDDLE","1"
"BATATINHA TEAM ITALIA","BLUE","MASTER 1","FEMALE","LIGHT","1"
"BATATINHA TEAM ITALIA","WHITE","JUVENILE 2","MALE","FEATHER","1"
"BATATINHA TEAM ITALIA","WHITE","MASTER 2","MALE","SUPER HEAVY","1"
"BATATINHA TEAM ITALIA","BLUE","ADULT","MALE","LIGHT","2"
"UFLACKER ACADEMY","BROWN","ADULT","MALE","FEATHER","1"
"INTEGRAO","BLACK","MASTER 1","MALE","FEATHER","1"
"ACADEMIA DE JIU JITSU","PURPLE","MASTER 2","MALE","SUPER HEAVY","1"
"GF TEAM","BLACK","ADULT","FEMALE","MIDDLE","1"
